Place,Type,Mass,Fell/found?,Year,Database,longitude,latitude
Ozona,H6,127500,Found,1929,http://www.lpi.usra.edu/meteor/metbull.php?code=18066,-101.3,30.73333
Ensisheim,LL6,127000,Fell,1492,http://www.lpi.usra.edu/meteor/metbull.php?code=10039,7.35,47.86667
Carthage,"Iron, IIIAB",127000,Found,1840,http://www.lpi.usra.edu/meteor/metbull.php?code=5282,-85.98333,36.26667
Keqi,Iron,127000,Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=12281,117.5,42.73333
Dho 005,L6,125500,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6704,54.16667,18.16667
JaH 091,L5,123374,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12150,56.65432,19.69362
Bur-Gheluai,H5,120000,Fell,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=5169,48,5
Santiago Papasquiero,"Iron, ungrouped",119500,Found,1958,http://www.lpi.usra.edu/meteor/metbull.php?code=23169,-106,24.5
Duketon,"Iron, IIIAB",118300,Found,1948,http://www.lpi.usra.edu/meteor/metbull.php?code=7740,122.36667,-27.5
Bencubbin,CBa,118000,Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=5014,117.78333,-30.75
Scurry,H5,118000,Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=23468,-101,32.5
Para de Minas,"Iron, IVA",116300,Found,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=18099,-44.61667,-19.86667
Cleveland,"Iron, IIIAB",115000,Found,1860,http://www.lpi.usra.edu/meteor/metbull.php?code=5379,-84.78333,34.88333
Tafassasset,CR-an,114000,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=23779,10.44167,20.76333
Caperr,"Iron, IIIAB",113900,Found,1869,http://www.lpi.usra.edu/meteor/metbull.php?code=5263,-70.48333,-45.28333
Buenaventura,"Iron, IIIAB",113600,Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=5162,-107.55,29.8
Gundaring,"Iron, IIIAB",112500,Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=11452,117.66667,-33.3
Oakley (iron),"Iron, IIIF",111000,Found,1926,http://www.lpi.usra.edu/meteor/metbull.php?code=17972,-113.7,42.33333
Florey,H6,110800,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=10112,-102.705,32.5225
Etosha,"Iron, IC",110700,Found,1970,http://www.lpi.usra.edu/meteor/metbull.php?code=10061,16,-18.5
LEW 85320,H5,110224,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=12790,161.41628,-84.26223
Mount Tazerzait,L5,110000,Fell,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=16804,4.8,18.7
Sulagiri,LL6,110000,Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48951,78.03333,12.66667
Lenarto,"Iron, IIIAB",108500,Found,1814,http://www.lpi.usra.edu/meteor/metbull.php?code=12763,21,49
Elbogen,"Iron, IID",107000,Fell,1400,http://www.lpi.usra.edu/meteor/metbull.php?code=7823,12.73333,50.18333
Abee,EH4,107000,Fell,1952,http://www.lpi.usra.edu/meteor/metbull.php?code=6,-113,54.21667
Tiberrhamine,L6,107000,Found,1967,http://www.lpi.usra.edu/meteor/metbull.php?code=23985,0.53333,28.11667
Faith,H5,105000,Found,1952,http://www.lpi.usra.edu/meteor/metbull.php?code=10071,-102.08333,45.33333
Cook 001,H5,105000,Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=5421,130.53333,-30.33333
Chico,L6,104800,Found,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=5346,-104.2,36.5
Juncal,"Iron, IIIAB",104000,Found,1866,http://www.lpi.usra.edu/meteor/metbull.php?code=12211,-69.25,-26
Molong,"Pallasite, PMG",104000,Found,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=16716,148.88333,-33.28333
Colby (Wisconsin),L6,104000,Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=5395,-90.28333,44.9
Udei Station,"Iron, IAB-ung",103000,Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=24101,8.08333,7.95
Rifle,"Iron, IAB-MG",102700,Found,1948,http://www.lpi.usra.edu/meteor/metbull.php?code=22605,-107.83333,38.51667
Seel?_sgen,"Iron, IAB-MG",102000,Found,1847,http://www.lpi.usra.edu/meteor/metbull.php?code=23474,15.55,52.26667
Sevrukovo,L5,101000,Fell,1874,http://www.lpi.usra.edu/meteor/metbull.php?code=23509,36.6,50.61667
Lutschaunig's Stone,L6,100000,Found,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=14762,-70,-27
Pierceville (iron),"Iron, IIIAB",100000,Found,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=18819,-100.66667,37.86667
Dimitrovgrad,"Iron, IIIAB",100000,Found,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=7644,22.86389,43.04639
Paranaiba,L6,100000,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=18103,-51.66667,-19.13333
Budulan,Mesosiderite-B4,100000,Found,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=5161,114.9,50.56667
Faucett,H5,100000,Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=10077,-94.86667,39.61667
Murchison,CM2,100000,Fell,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=16875,145.2,-36.61667
Retuerta del Bullaque,"Iron, IAB-MG",100000,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=56577,-4.3775,39.45889
Anyujskij,"Iron, IIAB",100000,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2312,164.2,66.9
Kidairat,H6,100000,Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=12300,28,14
Gujba,CBa,100000,Fell,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=11449,11.65833,11.49167
Cook 007,H4,100000,Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=5427,130.41667,-30.61667
Juancheng,H5,100000,Fell,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=12203,115.41667,35.5
Franconia,H5,100000,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=10174,-114.22197,34.71637
Chergach,H5,100000,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47347,-5.01472,23.69639
Tamdakht,H5,100000,Fell,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=48691,-7.015,31.16333
Bou Azarif,H5,100000,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=53812,-5.15262,31.15643
Social Circle,"Iron, IVA",99300,Found,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=23659,-83.7,33.7
Steinbach,"Iron, IVA-an",98000,Found,1724,http://www.lpi.usra.edu/meteor/metbull.php?code=23722,12.5,50.5
Palmas de Monte Alto,"Iron, IIIAB",97000,Found,1954,http://www.lpi.usra.edu/meteor/metbull.php?code=48959,-43.02278,-14.3675
DaG 749,CO3,95000,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6296,15.7645,27.30167
Loreto,"Iron, IIIAB",94800,Found,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=14705,-111.36667,26.01667
Weekeroo Station,"Iron, IIE-an",94200,Found,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=24230,139.86667,-32.26667
Carver,"Iron, IIAB",94000,Found,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=5284,-86,32
Concho,L6,93500,Found,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=5417,-101.5,32
Machinga,L6,93200,Fell,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=15371,35.24222,-15.21222
Watson 001,"Iron, IIE",93000,Found,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=24221,131.55,-30.5
Wiltshire,H5,92750,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56143,-1.81,51.14967
JaH 090,L5,92668,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12149,56.6062,19.71678
Karee Kloof,"Iron, IAB-sLL",92100,Found,1914,http://www.lpi.usra.edu/meteor/metbull.php?code=12259,25.8,-31.6
Laguna Manantiales,Iron,92000,Found,1945,http://www.lpi.usra.edu/meteor/metbull.php?code=12413,-67.41667,-48.58333
Juvinas,Eucrite-mmict,91000,Fell,1821,http://www.lpi.usra.edu/meteor/metbull.php?code=12214,4.3,44.71667
Fair Play,Pseudometeorite,91000,Found,1928,http://www.lpi.usra.edu/meteor/metbull.php?code=10068,-93.55,37.66667
Richardton,H5,90000,Fell,1918,http://www.lpi.usra.edu/meteor/metbull.php?code=22599,-102.31667,46.88333
ad-Dahbubah,H5,90000,Found,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=376,51.25,19.83333
Mincy,Mesosiderite-B4,89400,Found,1857,http://www.lpi.usra.edu/meteor/metbull.php?code=16694,-93.1,36.55
Farmington,L5,89400,Fell,1890,http://www.lpi.usra.edu/meteor/metbull.php?code=10074,-97.03333,39.75
Bennett County,"Iron, IIAB",89000,Found,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=5022,-101.25,43.5
San Angelo,"Iron, IIIAB",88000,Found,1897,http://www.lpi.usra.edu/meteor/metbull.php?code=23117,-100.35,31.41667
Mills,H6,88000,Found,1970,http://www.lpi.usra.edu/meteor/metbull.php?code=16687,-104.11889,36.23
Wagon Mound,L6,87500,Found,1932,http://www.lpi.usra.edu/meteor/metbull.php?code=24196,-104.58583,35.84083
Roebourne,"Iron, IIIAB",86860,Found,1892,http://www.lpi.usra.edu/meteor/metbull.php?code=22644,118,-22.33333
Bath Furnace,L6,86000,Fell,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=4975,-83.75,38.25
Tulia (a),H3-4,86000,Found,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=24066,-101.95,34.61667
Apoala,"Iron, IIIAB",85000,Found,1889,http://www.lpi.usra.edu/meteor/metbull.php?code=2317,-97,17.7
Kayakent,"Iron, IIIAB",85000,Fell,1961,http://www.lpi.usra.edu/meteor/metbull.php?code=12268,31.78,39.26333
Juanita de Angeles,H5,85000,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=12204,-105.08333,28.41667
Gan Gan,"Iron, IVA",83000,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=10852,-68.08333,-42.66667
Bruceville,L6,83000,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=5155,-121.405,38.295
Ness County (1894),L6,82000,Found,1894,http://www.lpi.usra.edu/meteor/metbull.php?code=16946,-99.6,38.5
Gretna,L5,82000,Found,1912,http://www.lpi.usra.edu/meteor/metbull.php?code=11201,-99.21667,39.93333
Renfrow,L6,81600,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=22588,-97.555,36.98667
Carlton,"Iron, IAB-sLM",81200,Found,1887,http://www.lpi.usra.edu/meteor/metbull.php?code=5277,-98.03333,31.91667
Ainsworth,"Iron, IIAB",80650,Found,1907,http://www.lpi.usra.edu/meteor/metbull.php?code=422,-99.8,42.6
Kernouve,H6,80000,Fell,1869,http://www.lpi.usra.edu/meteor/metbull.php?code=12284,-3.08333,48.11667
Soko-Banja,LL4,80000,Fell,1877,http://www.lpi.usra.edu/meteor/metbull.php?code=23661,21.86667,43.66667
Unter-M?_ssing,"Iron, IIC",80000,Found,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=24124,11.33333,49.09028
Vera,L/LL4,80000,Found,1941,http://www.lpi.usra.edu/meteor/metbull.php?code=24161,-60.28333,-29.91667
Baygorria,"Iron, IAB complex",80000,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=4980,-56,-33
Mrirt,Iron,79900,Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=16819,-5.56667,33.13333
Belle Plaine,L6,78800,Found,1950,http://www.lpi.usra.edu/meteor/metbull.php?code=5004,-97.25,37.31667
Finmarken,"Pallasite, PMG",78300,Found,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=10103,24,70
Parnallee,LL3.6,77600,Fell,1857,http://www.lpi.usra.edu/meteor/metbull.php?code=18108,78.35,9.23333
Moorumbunna,"Iron, IIIAB",77000,Found,1943,http://www.lpi.usra.edu/meteor/metbull.php?code=16739,136.25,-28.91667
JaH 230,L5,77000,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=35549,56.58277,19.7127
Augusta County,"Iron, IIIAB",76000,Found,1858,http://www.lpi.usra.edu/meteor/metbull.php?code=4897,-79.08333,38.16667
Northbranch,H5,76000,Found,1972,http://www.lpi.usra.edu/meteor/metbull.php?code=17010,-98.34167,39.99167
Tawallah Valley,"Iron, IVB",75750,Found,1939,http://www.lpi.usra.edu/meteor/metbull.php?code=23889,135.66667,-15.7
Xingyang,H6,75500,Fell,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=24346,114.31667,32.33333
Acme,H5,75000,Found,1947,http://www.lpi.usra.edu/meteor/metbull.php?code=371,-104.26667,33.63333
Bayard,L5,75000,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=4978,-103.36667,41.81667
Wolsey,"Iron, IAB-MG",74830,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=24328,-98.53333,44.4
Walker County,"Iron, IIAB",74800,Found,1832,http://www.lpi.usra.edu/meteor/metbull.php?code=24204,-87.16667,34
Tilden,L6,74800,Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=23998,-89.68333,38.2
Hunter,LL5,74600,Found,1962,http://www.lpi.usra.edu/meteor/metbull.php?code=11987,-97.66667,36.56
Ethiudna,L4,74318,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=10060,139.78333,-32.03333
Toufassour,Mesosiderite,73300,Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47702,-7.7493,29.65225
Nelson County,"Iron, IIIF",73030,Found,1856,http://www.lpi.usra.edu/meteor/metbull.php?code=16942,-85.5,37.75
Uwharrie,"Iron, IIIAB",72700,Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=24139,-79.96667,35.51667
Urua?u,"Iron, IAB-MG",72500,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=24131,-48.76667,-14.53333
Isoulane-n-Amahar,L6,72000,Found,1945,http://www.lpi.usra.edu/meteor/metbull.php?code=12052,8.66722,27.12917
Mafuta,"Iron, IID",71500,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=15384,30.40722,-16.9025
Merua,H5,71400,Fell,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=15492,81.98333,25.48333
Portales Valley,H6,71400,Fell,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=18874,-103.295,34.175
Sierra Colorada,L5,71300,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=23588,-67.48333,-40.8
Tlacotepec,"Iron, IVB",71000,Found,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=24013,-97.55,18.65
Wooramel,L5,71000,Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=24335,114.21667,-25.65
Smithville,"Iron, IAB-MG",70500,Found,1840,http://www.lpi.usra.edu/meteor/metbull.php?code=23654,-85.85,35.98333
Mahadevpur,H4/5,70500,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47361,95.78333,27.66667
Pe?a Blanca Spring,Aubrite,70000,Fell,1946,http://www.lpi.usra.edu/meteor/metbull.php?code=18786,-103.11667,30.125
Lahmada 009,H3-6,70000,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=12422,-9.5,27.16667
Smithonia,"Iron, IIAB",69900,Found,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=23651,-83.16667,34
Landes,"Iron, IAB-MG",69800,Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=12457,-79.18333,38.9
Xinyi,H5,69000,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=24347,118.33333,34.36667
Wu-chu-mu-ch'in,"Iron, IAB-ung",68860,Found,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=24341,118,45.5
Kheri Maham,L5,68500,Fell,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=12295,76.32278,28.97083
Burlington,"Iron, IIIE",68000,Found,1819,http://www.lpi.usra.edu/meteor/metbull.php?code=5172,-75.18333,42.75
Marlow,L5,68000,Found,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=15428,-97.91667,34.6
Hamilton (Queensland),L6,68000,Found,1966,http://www.lpi.usra.edu/meteor/metbull.php?code=11483,148.25,-28.48333
Soledade,"Iron, IAB-MG",68000,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=23662,-51.43333,-29.05
Springwater,"Pallasite, PMG-an",67600,Found,1931,http://www.lpi.usra.edu/meteor/metbull.php?code=23692,-108.3,52
Rahimyar Khan,L5,67225,Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=31302,70.2,28.225
Pervomaisky,L6,66000,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=18798,39.43333,56.63333
Timochin,H5,65500,Fell,1807,http://www.lpi.usra.edu/meteor/metbull.php?code=24004,35.2,54.5
Sychevka,"Iron, IIIAB",65000,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=23772,127.495,51.125
Bocaiuva,"Iron, ungrouped",64000,Found,1965,http://www.lpi.usra.edu/meteor/metbull.php?code=5092,-43.83333,-17.16667
Signal Mountain,"Iron, IVA",63500,Found,1919,http://www.lpi.usra.edu/meteor/metbull.php?code=23592,-115.5,32.5
Treysa,"Iron, IIIAB-an",63000,Fell,1916,http://www.lpi.usra.edu/meteor/metbull.php?code=24050,9.18333,50.91667
Santa Clara,"Iron, IVB",63000,Found,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=23163,-103.35,24.46667
DRP 88017,"Iron, IIAB",63000,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=6668,156.38333,-80.06667
Tnz 072,H6,62285,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=31333,0.103,24.43817
Thunda,"Iron, IIIAB",62100,Found,1881,http://www.lpi.usra.edu/meteor/metbull.php?code=23978,143.05,-25.7
Covert,H5,61000,Found,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=5456,-98.78333,39.2
Gold Basin,L4,61000,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=10940,-114.23333,35.875
Hex River Mountains,"Iron, IIAB",60000,Found,1882,http://www.lpi.usra.edu/meteor/metbull.php?code=11880,19.61667,-33.31667
Savannah,"Iron, IIIAB",60000,Found,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=23189,-88.18333,35.16667
Nicol??s Levalle,L5,60000,Found,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=52413,-62.87889,-38.85028
DRPA78008,"Iron, IIAB",59400,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=6684,156.38333,-80.06667
Bohumilitz,"Iron, IAB-MG",59000,Found,1829,http://www.lpi.usra.edu/meteor/metbull.php?code=5099,13.76667,49.05
Piedade do Bagre,"Iron, ungrouped",59000,Found,1922,http://www.lpi.usra.edu/meteor/metbull.php?code=18817,-44.98333,-18.94167
??owicz,Mesosiderite-A3,59000,Fell,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=14718,19.91667,52
Quijingue,"Pallasite, PMG",59000,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=22362,-39.21667,-10.75
Guadalupe y Calvo,"Iron, IIAB",58630,Found,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=11431,-106.96667,26.1
Aliskerovo,"Iron, IIIE-an",58400,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=472,167.5,67.88333
Ivanpah,"Iron, IIIAB",58000,Found,1880,http://www.lpi.usra.edu/meteor/metbull.php?code=12062,-115.31667,35.33333
Phillips County (stone),L6,57900,Fell,1901,http://www.lpi.usra.edu/meteor/metbull.php?code=18808,-99.25,40
Julesburg,L3.6,57900,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=12208,-102.26667,39.975
Miami,H5,57700,Found,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=16630,-100.6,35.66667
Gladstone (stone),H4,57300,Found,1936,http://www.lpi.usra.edu/meteor/metbull.php?code=10921,-104,36.3
Warburton Range,"Iron, IVB",56930,Found,1963,http://www.lpi.usra.edu/meteor/metbull.php?code=24212,126.66667,-26.28333
Farmville,H4,56000,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=10075,-77.53333,35.55
Jenkins,"Iron, IAB-MG",55400,Found,1946,http://www.lpi.usra.edu/meteor/metbull.php?code=12080,-93.76111,36.82444
Ashmore,H5,55400,Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=2349,-102.28333,32.9
Kulnine,L6,55300,Found,1886,http://www.lpi.usra.edu/meteor/metbull.php?code=12372,141.78333,-34.15
Wellman (a),H5,55000,Found,1940,http://www.lpi.usra.edu/meteor/metbull.php?code=24237,-102.33333,33.03333
Rosebud,H5,54900,Found,1915,http://www.lpi.usra.edu/meteor/metbull.php?code=22767,-97.05,30.81667
Elenovka,L5,54640,Fell,1951,http://www.lpi.usra.edu/meteor/metbull.php?code=7824,37.66667,47.83333
Aprel'sky,"Iron, IIIAB",54600,Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=2319,126.11667,53.3
Markovka,H4,54200,Found,1967,http://www.lpi.usra.edu/meteor/metbull.php?code=15427,79.8,52.4
Veramin,Mesosiderite-B2,54000,Fell,1880,http://www.lpi.usra.edu/meteor/metbull.php?code=24162,51.63333,35.33333
Uwet,"Iron, IIAB",54000,Found,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=24138,8.25,5.28333
Chihuahua City,"Iron, IC",54000,Found,1929,http://www.lpi.usra.edu/meteor/metbull.php?code=5350,-106.11667,28.66667
Dunganville,"Iron, IIIAB",54000,Found,1976,http://www.lpi.usra.edu/meteor/metbull.php?code=7748,171.35,-42.55
Kumerina,"Iron, IIC",53500,Found,1937,http://www.lpi.usra.edu/meteor/metbull.php?code=12375,119.41667,-24.91667
Ruff's Mountain,"Iron, IIIAB",53070,Found,1844,http://www.lpi.usra.edu/meteor/metbull.php?code=22779,-81.4,34.3
Dalton,"Iron, IIIAB",53000,Found,1879,http://www.lpi.usra.edu/meteor/metbull.php?code=5509,-84.98333,34.8
Nan Yang Pao,L6,52900,Fell,1917,http://www.lpi.usra.edu/meteor/metbull.php?code=16903,103.5,35.66667
Ahumada,"Pallasite, PMG",52600,Found,1909,http://www.lpi.usra.edu/meteor/metbull.php?code=419,-105.5,30.7
Stannern,Eucrite-mmict,52000,Fell,1808,http://www.lpi.usra.edu/meteor/metbull.php?code=23713,15.56667,49.28333
Benjamin,H4/5,51800,Found,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=5020,-99.8,33.58333
Ilimaes (iron),"Iron, IIIAB",51700,Found,1870,http://www.lpi.usra.edu/meteor/metbull.php?code=12022,-70,-26
Lanc?,CO3.5,51700,Fell,1872,http://www.lpi.usra.edu/meteor/metbull.php?code=12455,1.06667,47.7
Grand Rapids,"Iron, ungrouped",51700,Found,1883,http://www.lpi.usra.edu/meteor/metbull.php?code=10955,-85.76667,42.96667
Leedey,L6,51500,Fell,1943,http://www.lpi.usra.edu/meteor/metbull.php?code=12755,-99.33333,35.88333
Mungindi,"Iron, IAB-sLM",51300,Found,1897,http://www.lpi.usra.edu/meteor/metbull.php?code=16872,148.95,-28.93333
Willow Creek,"Iron, IIIE",51000,Found,1914,http://www.lpi.usra.edu/meteor/metbull.php?code=24276,-106.76667,43.46667
